,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
19335,6021500970,20140528T000000,345000.0,2,1.0,1080,4000,1.0,0,0,3,7,1080,0,1940,0,98117,47.6902,-122.387,1530,4240
20163,7570060290,20150304T000000,383000.0,4,2.5,2050,4953,2.0,0,0,3,9,2050,0,2014,0,98038,47.3448,-122.024,2340,6175
16627,1338800491,20141021T000000,799500.0,4,2.5,2760,5750,2.0,0,0,3,8,2760,0,1993,0,98112,47.626999999999995,-122.303,2760,5390
3063,6896300375,20140505T000000,580000.0,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,0,98118,47.5259,-122.26100000000001,2160,6000
4749,5101407305,20141218T000000,319000.0,2,1.0,750,6380,1.0,0,0,3,7,750,0,1949,0,98125,47.7033,-122.30799999999999,1690,6495
603,7199350340,20140825T000000,460000.0,3,1.75,1440,7070,1.0,0,0,3,7,1440,0,1980,0,98052,47.6947,-122.125,1440,7210
5334,7011201470,20141015T000000,625000.0,2,1.0,2160,2192,1.0,0,0,5,8,1170,990,1925,0,98119,47.6364,-122.37100000000001,1150,2152
153,7855801670,20150401T000000,2250000.0,4,3.25,5180,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160,9750
12449,3905100310,20140625T000000,544000.0,4,2.5,2030,3974,2.0,0,0,3,8,2030,0,1994,0,98029,47.5692,-122.006,1780,3953
4425,2222059064,20150318T000000,285000.0,4,1.75,1870,22072,1.0,0,0,3,7,1070,800,1959,0,98042,47.3775,-122.165,2100,10185
20050,3321049112,20150222T000000,379900.0,4,2.5,3181,5831,2.0,0,0,3,8,3181,0,2014,0,98003,47.2716,-122.29700000000001,2056,24393
21250,1776460190,20140626T000000,429900.0,3,2.5,2370,5353,2.0,0,0,3,8,2370,0,2009,0,98019,47.7333,-121.975,2130,6850
15199,9834200305,20140716T000000,350000.0,3,1.0,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,47.575,-122.288,1360,4080
6382,7504010780,20141226T000000,605000.0,4,2.25,2260,11900,2.0,0,0,3,9,2260,0,1976,0,98074,47.6415,-122.057,2470,11900
15883,2549000020,20150324T000000,400000.0,3,2.5,1950,18533,2.0,0,0,3,8,1950,0,1988,0,98024,47.5647,-121.90299999999999,1810,18401
7728,1826059042,20140923T000000,402000.0,3,2.5,1970,12205,2.0,0,0,4,8,1970,0,1990,0,98011,47.7397,-122.209,2640,9636
15051,290000095,20140617T000000,675000.0,6,1.75,2740,6360,1.0,0,3,3,8,1370,1370,1953,0,98146,47.5062,-122.385,2150,6600
11956,920069053,20140917T000000,201000.0,3,1.0,960,15273,1.0,0,0,4,7,960,0,1963,0,98022,47.238,-122.039,1930,51400
14996,1440700190,20140623T000000,269950.0,4,2.5,2540,8400,2.0,0,0,5,7,2540,0,1977,0,98032,47.3754,-122.277,1600,8050
20278,9510860840,20140515T000000,803100.0,4,2.5,3310,5404,2.0,0,0,3,9,3310,0,2004,0,98052,47.6635,-122.083,2600,4730
7847,2621600015,20150121T000000,120000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,98030,47.3865,-122.21700000000001,1492,8924
8442,7137910360,20140729T000000,200000.0,3,2.0,1290,5757,1.0,0,0,3,7,1290,0,1994,0,98092,47.3175,-122.17,1580,6798
4330,3343901340,20140804T000000,330000.0,3,1.75,1460,9261,1.0,0,0,3,7,1460,0,1985,0,98056,47.5155,-122.189,1550,8800
18899,7273100026,20150407T000000,682000.0,4,2.5,2390,53941,2.0,0,0,3,8,2390,0,1989,0,98053,47.7066,-122.08,2610,104108
10446,1118000320,20150508T000000,3400000.0,4,4.0,4260,11765,2.0,0,0,3,11,3280,980,1939,2010,98112,47.638000000000005,-122.288,4260,10408
7335,3992700585,20141120T000000,445500.0,3,1.75,1880,9360,1.0,0,0,4,7,940,940,1941,0,98125,47.7131,-122.28299999999999,1390,7200
138,3992700335,20140707T000000,382500.0,2,1.0,1190,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715
12869,9358000650,20150423T000000,399950.0,2,0.75,1330,2856,1.0,0,0,4,7,930,400,1916,0,98126,47.5671,-122.37,1330,2856
21038,567000382,20141110T000000,370000.0,2,1.0,780,1133,2.0,0,0,3,7,780,0,2009,0,98144,47.5924,-122.295,1130,1270
9745,1102000270,20140701T000000,1080000.0,3,2.75,3890,7216,2.0,0,1,3,8,3260,630,1967,2010,98118,47.5445,-122.266,2490,9920
9865,255000320,20140724T000000,450000.0,3,2.5,1990,12866,2.0,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803
17751,8651430210,20150321T000000,217000.0,3,1.0,870,5200,1.0,0,0,5,6,870,0,1969,0,98042,47.3701,-122.07799999999999,1020,5200
17598,3336001316,20141106T000000,160000.0,2,1.0,830,4500,1.0,0,0,3,6,830,0,1920,0,98118,47.5248,-122.265,1092,5350
10581,5379800810,20140807T000000,198000.0,2,1.0,790,14200,1.0,0,0,3,7,790,0,1951,0,98188,47.458999999999996,-122.285,1430,10000
2185,8026700105,20150218T000000,700000.0,4,2.75,2870,8625,1.0,0,1,4,8,1860,1010,1959,0,98155,47.7425,-122.289,2430,8479
7157,2754700170,20140804T000000,443500.0,2,1.0,1330,4140,1.0,0,0,4,7,930,400,1919,1940,98115,47.6802,-122.306,1410,5100
13382,6415100297,20150219T000000,530000.0,3,2.5,2160,9063,2.0,0,0,3,8,2160,0,1992,0,98133,47.7296,-122.333,2160,9063
4274,3864000090,20150219T000000,858000.0,5,3.0,3620,12778,1.0,0,2,5,8,1900,1720,1964,0,98006,47.5512,-122.191,2930,10669
1271,7893804340,20140724T000000,470000.0,4,2.5,2680,8062,1.0,0,3,4,7,1530,1150,1967,0,98198,47.4132,-122.32799999999999,1920,8600
8978,1724069060,20150507T000000,1075000.0,2,3.25,1550,1767,3.0,1,3,3,8,1550,0,2006,0,98075,47.5684,-122.06,2710,3444
2614,7525300310,20140619T000000,580000.0,4,2.25,2160,9593,1.0,0,0,3,8,2160,0,1969,0,98008,47.5883,-122.11200000000001,2820,9628
5107,4180300050,20140801T000000,400000.0,4,3.5,3350,9681,1.0,0,1,3,7,2140,1210,1980,0,98198,47.3978,-122.322,2580,9681
20112,3278605590,20140926T000000,375000.0,3,2.5,1580,3825,2.0,0,0,3,8,1580,0,2011,0,98126,47.5458,-122.369,1380,1500
8965,2883200961,20140605T000000,700000.0,3,1.75,1910,4800,1.0,0,0,3,7,1080,830,1959,0,98103,47.6844,-122.33200000000001,1750,4800
10880,4240400140,20140820T000000,656000.0,4,1.75,1440,4300,1.5,0,0,4,8,1290,150,1929,0,98117,47.6846,-122.37200000000001,1640,5000
11985,2623029078,20140603T000000,437000.0,5,2.0,2120,137565,1.5,0,0,3,7,2120,0,1913,0,98070,47.4558,-122.507,2120,157123
8699,7550801207,20150428T000000,536500.0,2,2.0,1360,1860,1.0,0,0,4,7,680,680,1925,0,98107,47.6727,-122.396,1440,5000
20668,9834201370,20150417T000000,430100.0,3,2.25,1400,1078,2.0,0,0,3,8,940,460,2009,0,98144,47.5701,-122.288,1420,1230
8372,6450303950,20140505T000000,435000.0,5,2.0,1840,9240,1.0,0,0,4,7,1540,300,1942,1958,98133,47.7308,-122.34,1200,5250
12785,7752000065,20150106T000000,537000.0,3,1.75,1550,10050,1.0,0,0,5,7,1550,0,1957,0,98008,47.6345,-122.12299999999999,1720,10050
19164,2988800011,20150414T000000,244000.0,3,1.0,2000,15900,1.0,0,0,3,6,1000,1000,1948,0,98178,47.4816,-122.23299999999999,1760,10500
15240,1853500130,20150225T000000,370000.0,4,2.5,2320,9264,2.0,0,0,3,8,2320,0,1994,0,98188,47.4449,-122.274,2320,9129
3584,7129304085,20140708T000000,330000.0,3,2.25,2220,4060,1.0,0,0,3,7,1330,890,1993,0,98118,47.5188,-122.265,1930,5625
8031,2126049096,20141202T000000,399000.0,3,1.0,1460,8290,1.0,0,0,3,8,1460,0,1959,0,98125,47.7246,-122.3,1470,8290
13786,9523100458,20140617T000000,549000.0,2,2.5,1380,953,3.0,0,0,3,9,1380,0,2006,0,98103,47.6654,-122.355,1430,3400
1109,5416510060,20150306T000000,367000.0,4,2.5,2960,6219,2.0,0,0,3,9,2960,0,2006,0,98038,47.3603,-122.037,2960,5361
15073,8825900020,20140811T000000,925000.0,5,3.0,2710,4200,2.0,0,0,3,7,1890,820,1919,2014,98115,47.6754,-122.307,2150,4200
18849,7732410120,20140819T000000,790000.0,4,2.5,2690,8036,2.0,0,0,4,9,2690,0,1987,0,98007,47.6596,-122.14399999999999,2420,8087
18979,9346700150,20140702T000000,552000.0,3,2.5,1840,9900,1.0,0,0,3,9,1840,0,1978,0,98007,47.6131,-122.15100000000001,2730,9900
16824,9477201470,20141022T000000,379950.0,3,1.0,1270,6900,1.0,0,0,3,7,1270,0,1977,0,98034,47.7279,-122.19200000000001,1480,7280
12351,9551200270,20140825T000000,1000000.0,5,3.0,3350,9450,2.0,0,0,5,8,2180,1170,1912,1980,98103,47.6705,-122.34,2660,4500
10717,6021502470,20141106T000000,555000.0,2,1.0,1550,4600,1.0,0,0,4,7,1050,500,1941,0,98117,47.68600000000001,-122.384,1550,4600
9468,5104520620,20140724T000000,291500.0,4,2.5,1770,5000,2.0,0,0,3,7,1770,0,2004,0,98038,47.3503,-122.005,2080,5100
9430,6117501755,20141230T000000,355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1220,1010,1954,0,98166,47.4409,-122.348,2170,12465
1297,2492200435,20140606T000000,389250.0,2,1.5,1490,4080,1.0,0,0,3,7,930,560,1956,0,98126,47.5344,-122.381,1320,4080
1676,5700003985,20141029T000000,2250000.0,4,3.5,4440,8125,2.0,0,3,5,10,3140,1300,1922,0,98144,47.5744,-122.28299999999999,3990,8505
573,1189000030,20140603T000000,650000.0,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,98122,47.6136,-122.29899999999999,1590,3840
20054,8648900110,20140826T000000,555000.0,3,2.5,1940,3211,2.0,0,0,3,8,1940,0,2009,0,98027,47.5644,-122.09299999999999,1880,3078
13472,1025049115,20140625T000000,594000.0,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.28399999999999,1160,1327
1134,2475201180,20150206T000000,303000.0,3,2.5,1560,4100,2.0,0,0,3,7,1560,0,1985,0,98055,47.4733,-122.189,1660,4400
8620,7979900215,20140611T000000,381000.0,3,1.5,1460,11407,1.0,0,0,3,7,1460,0,1954,0,98155,47.746,-122.294,1470,11407
12656,2856101540,20141211T000000,676000.0,3,2.5,2240,3825,2.0,0,0,3,7,2240,0,1995,0,98117,47.6786,-122.389,1460,5100
5310,8690800130,20141104T000000,390000.0,3,1.5,1650,8676,1.0,0,0,4,8,1130,520,1979,0,98133,47.7471,-122.352,1400,8499
17358,7202330170,20140717T000000,438000.0,3,2.5,1650,3031,2.0,0,0,3,7,1650,0,2003,0,98053,47.681999999999995,-122.03399999999999,1560,3070
13049,7199340620,20140604T000000,532000.0,4,1.75,2020,7029,1.0,0,0,4,7,1430,590,1979,0,98052,47.6983,-122.12700000000001,1780,7200
14092,2126059219,20140617T000000,493000.0,4,1.75,2030,18295,1.5,0,0,4,7,2030,0,1975,0,98034,47.7326,-122.179,1970,7307
14733,3438501020,20141105T000000,308500.0,2,2.0,840,14564,1.5,0,0,5,6,840,0,1942,0,98106,47.5499,-122.36,1430,7920
20581,2895810200,20141002T000000,265000.0,3,2.5,1400,3368,2.0,0,0,3,7,1400,0,2013,0,98146,47.5134,-122.34200000000001,1400,4316
3817,9276200850,20140616T000000,460000.0,2,1.5,1090,4000,1.0,0,0,3,8,970,120,1951,0,98116,47.5798,-122.39299999999999,1700,4000
14948,9557300190,20140711T000000,440000.0,3,2.25,1900,7225,1.0,0,0,3,8,1220,680,1970,0,98008,47.6394,-122.113,1900,7399
749,1138020200,20140903T000000,435000.0,4,1.5,1510,6460,1.0,0,0,3,7,1070,440,1970,0,98034,47.7121,-122.214,1450,6630
3961,9828202215,20140905T000000,665000.0,4,3.0,2160,4400,1.0,0,0,5,7,1320,840,1921,0,98122,47.6163,-122.29299999999999,1430,4400
5320,1443500305,20141013T000000,194990.0,6,2.5,1560,7144,1.0,0,0,3,6,1060,500,1913,0,98118,47.5335,-122.272,1300,6232
8737,5066400564,20140929T000000,199129.0,3,1.0,860,33664,1.0,0,0,4,6,860,0,1955,0,98001,47.295,-122.275,1290,18287
19327,2771604190,20140617T000000,824000.0,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,1964,0,98199,47.6375,-122.38799999999999,2010,4000
18792,6137610540,20140827T000000,490000.0,3,2.25,2550,8588,1.0,0,4,3,9,2550,0,1989,0,98011,47.7711,-122.195,3050,8588
4113,8562700090,20141111T000000,462600.0,3,1.75,1430,11761,1.0,0,0,4,8,1430,0,1964,0,98052,47.6686,-122.15700000000001,2040,10035
18191,1311200120,20140513T000000,225000.0,3,1.0,1660,7210,1.0,0,0,3,7,1100,560,1963,0,98001,47.3394,-122.281,1660,7245
18331,8159600360,20140605T000000,560000.0,4,2.5,2260,3713,2.0,0,0,3,9,2260,0,2003,0,98034,47.7247,-122.165,2260,3713
18490,148000035,20140602T000000,544000.0,3,1.5,1790,8203,1.5,0,1,3,7,1790,0,1910,0,98116,47.5768,-122.40299999999999,1960,6047
16990,3276200280,20141219T000000,296500.0,3,1.5,1580,10100,1.0,0,0,4,7,1580,0,1961,0,98055,47.4423,-122.193,1650,10032
3284,4309710100,20140620T000000,725000.0,4,3.25,3940,27591,2.0,0,3,3,9,3440,500,2000,0,98059,47.5157,-122.116,3420,29170
11237,808300200,20150319T000000,468000.0,4,2.5,3040,20682,2.0,0,0,3,7,3040,0,2000,0,98019,47.7245,-121.959,2670,9742
12117,4154303655,20141211T000000,585000.0,2,1.75,1830,7200,1.0,0,2,4,7,1070,760,1949,0,98118,47.5592,-122.273,1570,6000
8961,5104520150,20140520T000000,426000.0,4,2.5,2800,8494,2.0,0,0,3,8,2800,0,2004,0,98038,47.3521,-122.009,3740,8494
2101,686200510,20141122T000000,643000.0,3,2.75,2030,7700,1.0,0,0,5,8,1400,630,1965,0,98008,47.626000000000005,-122.11200000000001,1780,8160
18133,1924059278,20140611T000000,762400.0,3,1.75,2430,14607,1.0,0,1,3,8,1230,1200,1949,1970,98040,47.5588,-122.211,2750,17425
20743,291310390,20140904T000000,355000.0,3,2.25,1445,1087,2.0,0,0,3,7,1300,145,2005,0,98027,47.5339,-122.06700000000001,1410,1336
13480,3300701575,20150422T000000,455000.0,2,1.0,830,4000,1.0,0,0,4,6,830,0,1947,0,98117,47.6909,-122.381,1420,4000
16159,2391602500,20140515T000000,512500.0,3,2.5,1840,2875,2.0,0,0,4,7,1840,0,1997,0,98116,47.562,-122.39299999999999,1240,5750
5870,3416601045,20140623T000000,345000.0,3,1.0,1140,4200,2.0,0,0,4,7,1140,0,1904,0,98144,47.6012,-122.296,1510,4000
9146,2379300330,20140702T000000,345000.0,5,2.5,2450,6994,2.0,0,0,3,8,2450,0,2002,0,98030,47.3572,-122.19200000000001,1940,6035
13805,6600790210,20140716T000000,228000.0,2,1.0,1800,9236,1.0,0,0,3,7,1800,0,1954,0,98030,47.3792,-122.198,1730,5701
12217,824059324,20150325T000000,1450000.0,4,3.5,3720,8301,2.0,0,0,3,10,2880,840,2008,0,98004,47.5885,-122.199,2080,9676
10222,3293700496,20141204T000000,450000.0,4,1.75,1850,7730,1.0,0,0,5,7,1100,750,1956,0,98133,47.7481,-122.355,2260,8581
8536,3879901295,20141110T000000,1240000.0,3,2.5,2660,1973,3.0,0,3,3,9,1870,790,2007,0,98119,47.6264,-122.36399999999999,1640,1369
16247,2212200050,20141028T000000,255000.0,4,1.75,1650,7200,1.0,0,0,3,7,1100,550,1977,0,98031,47.3944,-122.18700000000001,1620,7374
1955,3904921070,20140812T000000,590000.0,4,2.5,2340,8971,2.0,0,0,3,9,2340,0,1987,0,98029,47.5679,-122.01100000000001,2510,9219
18725,3331001285,20150108T000000,180000.0,3,1.0,1020,5500,1.5,0,0,3,7,1020,0,1961,0,98118,47.5502,-122.286,1160,5500
16765,3211000190,20141001T000000,310000.0,3,1.75,1490,9120,1.0,0,0,5,7,1490,0,1959,0,98059,47.4806,-122.163,1340,8040
20738,7882600326,20141203T000000,1135000.0,5,3.75,4700,11237,2.0,0,0,3,10,2930,1770,2006,0,98033,47.6624,-122.197,3180,13140
20721,5169700132,20150401T000000,507950.0,4,2.5,2630,6283,2.0,0,0,3,9,2630,0,2006,0,98059,47.5079,-122.15799999999999,2630,7210
4389,9237800100,20150204T000000,580000.0,3,2.25,1640,8625,1.0,0,0,3,8,1320,320,1987,0,98052,47.6772,-122.15299999999999,1770,9476
16915,7140600225,20150217T000000,137000.0,3,1.0,1300,10125,1.0,0,0,4,6,1300,0,1959,0,98002,47.2921,-122.215,1300,10125
6413,2426049174,20141029T000000,481500.0,3,2.25,1840,10500,2.0,0,0,3,7,1840,0,1993,0,98034,47.7326,-122.234,1840,7374
6312,5100403947,20140804T000000,580000.0,4,2.5,2150,5000,2.0,0,0,3,8,2150,0,2001,0,98115,47.6962,-122.314,2030,6380
6999,8069000216,20140722T000000,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,940,750,1928,0,98178,47.5102,-122.241,2390,6650
20593,170000060,20141008T000000,1200000.0,5,3.5,3900,4400,2.0,0,0,3,9,2650,1250,2014,0,98107,47.6607,-122.36200000000001,1190,4400
6219,2421059090,20150511T000000,640000.0,4,2.5,4090,215186,2.0,0,0,4,8,3670,420,1979,0,98092,47.2964,-122.116,2430,142005
13056,2595300155,20150224T000000,565000.0,4,1.5,2190,8296,2.0,0,0,3,7,2190,0,1935,1963,98136,47.5158,-122.385,1160,8160
21199,6824100007,20150326T000000,427005.0,3,3.0,1460,1200,3.0,0,0,3,8,1460,0,2006,0,98117,47.7,-122.367,1460,1245
10424,7129800036,20150114T000000,109000.0,2,0.5,580,6900,1.0,0,0,3,5,580,0,1941,0,98118,47.5135,-122.262,1570,5040
14277,5651010150,20150510T000000,435000.0,3,2.5,1930,5790,2.0,0,0,4,7,1930,0,1988,0,98011,47.7733,-122.17,1790,4901
3120,9209900315,20140811T000000,350000.0,3,1.5,1320,4400,1.0,0,0,3,6,1320,0,1909,0,98112,47.6231,-122.292,1350,4400
13540,7857003953,20141020T000000,420000.0,4,2.5,1940,5414,2.0,0,0,3,8,1940,0,1997,0,98108,47.5461,-122.29899999999999,2050,6307
7046,8644210470,20150318T000000,845000.0,4,3.5,3350,19487,1.0,0,0,3,11,2460,890,1992,0,98075,47.5796,-121.99799999999999,3360,19460
12222,3935900350,20150222T000000,490000.0,4,2.0,1650,6480,2.0,0,0,5,7,1650,0,1947,0,98125,47.7117,-122.286,1650,6350
20831,3869900138,20150223T000000,489950.0,3,2.25,1590,926,3.0,0,0,3,8,1590,0,2014,0,98136,47.5402,-122.387,1640,1321
4896,7852040080,20150421T000000,487275.0,4,2.5,2400,3986,2.0,0,0,3,8,2400,0,1999,0,98065,47.5344,-121.87700000000001,2070,3986
10165,9560800390,20140516T000000,445000.0,3,2.25,1990,7340,2.0,0,0,3,8,1990,0,1984,0,98072,47.7579,-122.141,2180,11223
18142,426069095,20141014T000000,542950.0,3,2.5,2070,39768,2.0,0,0,3,8,2070,0,1988,0,98077,47.7696,-122.036,2740,44866
15872,9547202890,20150120T000000,596000.0,2,1.0,1040,4880,1.0,0,0,3,7,1040,0,1910,1975,98115,47.6809,-122.311,1500,4590
884,7871500070,20140603T000000,930000.0,4,2.5,2200,4000,2.0,0,0,5,8,1430,770,1908,0,98119,47.6402,-122.37,2100,4000
6780,3303950080,20141103T000000,292000.0,3,2.5,1950,7421,2.0,0,0,3,8,1950,0,1996,0,98038,47.3842,-122.036,2200,4668
20957,5416510530,20141124T000000,379950.0,4,2.5,2580,4818,2.0,0,0,3,8,2580,0,2005,0,98038,47.3607,-122.038,2570,5386
17425,480000170,20140627T000000,480000.0,2,1.0,1500,3420,1.0,0,0,3,7,1500,0,1902,0,98103,47.661,-122.338,2050,3420
17546,7885800290,20141103T000000,337000.0,4,2.5,3200,5772,2.0,0,0,3,8,3200,0,2003,0,98042,47.3486,-122.15299999999999,3010,5772
14727,269000085,20140708T000000,1195000.0,4,3.5,3960,6654,2.0,0,0,3,10,2850,1110,2006,0,98199,47.6461,-122.389,2840,6400
10889,1072010510,20150210T000000,435000.0,4,2.25,2210,14073,1.0,0,0,3,8,1630,580,1978,0,98059,47.4774,-122.14200000000001,2340,11340
3082,2919702235,20140528T000000,740000.0,2,1.75,2080,4800,1.0,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.36200000000001,1310,4800
665,2525500260,20141124T000000,331000.0,3,1.75,1300,9079,1.0,0,0,3,7,1300,0,1986,0,98059,47.4834,-122.15899999999999,1890,7369
1237,4140900140,20140527T000000,438000.0,3,1.75,1650,12940,1.0,0,0,4,7,1650,0,1961,0,98028,47.7629,-122.26799999999999,2830,12600
1669,1773100510,20140915T000000,396000.0,3,1.75,2340,5668,1.0,0,0,4,6,1200,1140,1941,0,98106,47.5588,-122.36399999999999,860,4800
18848,7631800110,20140918T000000,380000.0,3,2.5,1980,17342,2.0,1,4,3,10,1580,400,1984,0,98166,47.4551,-122.37299999999999,2060,17313
9061,7853302370,20140505T000000,499000.0,4,2.5,2910,6479,2.0,0,0,3,7,2910,0,2006,0,98065,47.5402,-121.887,2320,5178
302,2747100024,20140619T000000,576000.0,3,2.5,1940,9000,1.0,0,0,4,7,970,970,1948,0,98117,47.6933,-122.39299999999999,2190,7310
2320,1118000465,20150312T000000,1810000.0,3,3.5,3780,8295,2.0,0,0,3,9,2430,1350,1951,0,98112,47.6394,-122.29,3780,9127
21131,6928000605,20140626T000000,525000.0,4,2.75,3030,6625,2.0,0,0,3,8,3030,0,2011,0,98059,47.4815,-122.152,3030,9620
11398,2154500060,20141203T000000,1705000.0,5,3.0,4290,17100,1.0,0,3,3,9,2480,1810,1972,2007,98040,47.5473,-122.211,3550,16988
21303,522059130,20150429T000000,465000.0,3,1.0,1150,18200,1.0,0,0,5,7,1150,0,1959,0,98058,47.4262,-122.18700000000001,1714,18200
3792,1245500099,20150506T000000,702000.0,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811
2693,7811210200,20150420T000000,542500.0,4,2.25,1750,10160,1.0,0,0,3,8,1320,430,1972,0,98005,47.5909,-122.15799999999999,2170,11165
16815,7200179,20150424T000000,175000.0,2,1.0,840,12750,1.0,0,0,3,6,840,0,1925,0,98055,47.483999999999995,-122.211,1480,6969
10514,7212650240,20150223T000000,342000.0,3,2.0,2250,7757,1.0,0,0,3,8,2250,0,1992,0,98003,47.2684,-122.30799999999999,1970,6866
21427,1085623630,20141003T000000,436952.0,4,2.5,2708,4772,2.0,0,0,3,9,2708,0,2014,0,98092,47.3413,-122.178,2502,4900
1819,2251500270,20150413T000000,700000.0,4,2.25,2690,15000,2.0,0,0,3,9,1890,800,1978,0,98074,47.611999999999995,-122.064,2670,15030
20845,993002108,20150330T000000,399995.0,3,1.5,1140,1069,3.0,0,0,3,8,1140,0,2005,0,98103,47.6907,-122.34200000000001,1230,1276
14252,2193340120,20140604T000000,572000.0,3,2.25,1830,7897,1.0,0,0,4,8,1290,540,1986,0,98052,47.6914,-122.103,1990,8306
20709,423059409,20140928T000000,440000.0,4,2.5,2230,5650,2.0,0,0,3,7,2230,0,2011,0,98056,47.5073,-122.16799999999999,1590,7241
14404,2131200065,20141211T000000,265800.0,3,1.75,1460,7361,1.0,0,0,3,6,1460,0,1982,0,98019,47.7436,-121.979,1460,7505
1927,2113700335,20150408T000000,316500.0,3,1.75,1460,6360,1.0,0,2,3,7,1010,450,1979,0,98106,47.5311,-122.353,1400,4240
8691,726059048,20140926T000000,490500.0,3,2.0,3000,21883,2.0,0,0,3,7,1970,1030,1998,0,98011,47.7599,-122.214,2280,14025
16091,952001495,20150306T000000,588000.0,4,1.75,2170,5750,1.0,0,2,3,7,1370,800,1975,0,98116,47.5668,-122.383,1450,5750
13777,7625703065,20140604T000000,375000.0,2,1.0,820,6250,1.0,0,0,4,5,820,0,1922,0,98136,47.5479,-122.384,1300,6250
11718,7518502030,20141117T000000,410000.0,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,98117,47.6767,-122.38,1230,5100
9729,2581900060,20150402T000000,690000.0,3,1.5,1710,17707,1.0,0,0,4,7,1180,530,1947,0,98040,47.5393,-122.21600000000001,2590,9508
11527,2877102180,20140829T000000,505000.0,2,1.0,1020,5000,1.0,0,0,4,7,1020,0,1916,0,98117,47.6781,-122.363,1480,5000
2836,7582700100,20141111T000000,1324050.0,3,3.25,3440,4080,2.0,0,0,3,9,2560,880,2005,0,98105,47.6644,-122.28,3110,4080
15255,2425049063,20140911T000000,3640900.0,4,3.25,4830,22257,2.0,1,4,4,11,4830,0,1990,0,98039,47.6409,-122.241,3820,25582
2856,3825310820,20140729T000000,799000.0,4,2.5,3400,6742,2.0,0,0,3,9,3400,0,2004,0,98052,47.7067,-122.12899999999999,2970,6909
4578,3324069058,20140828T000000,640000.0,3,2.5,2790,31798,1.0,0,0,5,8,1650,1140,1953,0,98027,47.5241,-122.039,1400,14849
13491,1336800065,20150324T000000,1328000.0,4,2.25,3260,4640,2.0,0,0,5,9,2360,900,1907,0,98112,47.6272,-122.31200000000001,3240,5800
12830,3751600146,20141023T000000,166000.0,1,1.0,1120,17332,1.0,0,0,3,7,1120,0,1988,0,98001,47.2972,-122.26700000000001,1280,17334
13045,3034200142,20140923T000000,435000.0,3,1.5,1740,6988,1.0,0,0,3,7,1600,140,1950,0,98133,47.7211,-122.33,1650,7500
4348,3856904560,20141125T000000,562000.0,4,1.75,2060,4080,1.5,0,0,3,7,1460,600,1922,1996,98105,47.6698,-122.325,1620,4080
11028,7922900030,20141003T000000,851000.0,3,2.75,2660,10350,1.0,0,4,4,8,1330,1330,1971,0,98008,47.5868,-122.116,2820,10043
19320,2591700037,20150212T000000,746000.0,3,1.75,1910,12321,1.0,0,0,4,7,1100,810,1952,0,98004,47.5995,-122.198,1910,11761
9769,8691360200,20140604T000000,875000.0,4,2.75,3790,10669,2.0,0,0,3,10,3790,0,1999,0,98075,47.5976,-121.98299999999999,3750,11634
20860,1732800184,20140508T000000,499000.0,2,1.5,1110,957,2.0,0,0,3,8,930,180,2005,0,98119,47.6319,-122.36200000000001,1680,1104
17362,3760500514,20140912T000000,853505.0,3,2.5,2820,14890,1.0,0,4,3,9,1770,1050,1985,0,98034,47.7019,-122.228,3740,14890
14236,2909300150,20140714T000000,675000.0,4,2.5,2900,5505,2.0,0,0,3,8,2900,0,2002,0,98074,47.6063,-122.02,2970,5251
1921,5152960710,20140514T000000,740000.0,5,5.0,5774,31675,1.0,0,2,3,11,4490,1284,1984,0,98003,47.3466,-122.323,3260,13200
10930,5252000200,20141210T000000,357000.0,5,2.5,2750,12350,2.0,0,0,3,8,2750,0,1987,0,98031,47.419,-122.206,1650,9810
746,9277200111,20140714T000000,650000.0,4,1.75,2010,5070,1.0,0,1,4,7,1300,710,1963,0,98116,47.5793,-122.402,2180,5400
17934,2968800645,20150428T000000,215000.0,3,1.0,960,7200,1.0,0,0,4,6,960,0,1958,0,98166,47.4583,-122.353,1060,7620
10827,5469500640,20150224T000000,583500.0,3,2.25,3530,13000,2.5,0,0,4,10,3530,0,1985,0,98042,47.3823,-122.15899999999999,2960,13000
10650,8564500240,20140527T000000,415000.0,5,1.5,1900,10226,1.0,0,0,3,7,1130,770,1961,0,98034,47.7226,-122.227,1690,10227
